frequency_hz,power,baseline_fit,resonance_fit,total_fit
80.84375,0.00035238767910186693,0.0002996475004976716,3.5183747188243307e-08,0.0002996826842448599
80.875,0.0001418358701724048,0.0002996463535511282,3.5209327171527126e-08,0.00029968156287829974
80.90625,0.00014376741220379195,0.00029964520660458475,3.523493505794448e-08,0.0002996804415396427
80.9375,0.00026753799316892073,0.0002996440596580413,3.526057088808806e-08,0.0002996793202289294
80.96875,0.00010871410373817746,0.0002996429127114979,3.5286234702624376e-08,0.0002996781989462005
81.0,0.00010194926510146278,0.00029964176576495444,3.531192654229392e-08,0.0002996770776914967
81.03125,0.00010693419831555033,0.000299640618818411,3.533764644791138e-08,0.0002996759564648589
81.0625,0.00036570327382430215,0.00029963947187186757,3.536339446036574e-08,0.00029967483526632794
81.09375,8.744021793385131e-05,0.00029963832492532413,3.538917062062045e-08,0.00029967371409594473
81.125,0.000252036075221591,0.0002996371779787807,3.5414974969713614e-08,0.0002996725929537504
81.15625,0.00025000777418442545,0.00029963603103223726,3.5440807548758164e-08,0.00029967147183978604
81.1875,0.00012346647551602694,0.0002996348840856938,3.546666839894197e-08,0.00029967035075409274
81.21875,0.0007785365182963188,0.0002996337371391504,3.549255756152806e-08,0.0002996692296967119
81.25,0.00039682715622698896,0.00029963259019260695,3.5518475077854765e-08,0.0002996681086676848
81.28125,3.9770955419134555e-05,0.0002996314432460635,3.554442098933586e-08,0.0002996669876670528
81.3125,0.00022101259768765125,0.0002996302962995201,3.557039533746075e-08,0.00029966586669485755
81.34375,0.00026980366168767925,0.00029962914935297664,3.559639816379467e-08,0.0002996647457511404
81.375,0.00024072811454499123,0.00029962800240643326,3.5622429509978765e-08,0.0002996636248359432
81.40625,0.0006885812674099855,0.0002996268554598898,3.564848941773034e-08,0.00029966250394930754
81.4375,0.00031723101448986304,0.0002996257085133464,3.5674577928843017e-08,0.00029966138309127523
81.46875,0.00024121212927556048,0.00029962456156680295,3.5700695085186833e-08,0.00029966026226188814
81.5,0.00035331652249452687,0.0002996234146202595,3.5726840928708485e-08,0.0002996591414611882
81.53125,0.0008055952749901781,0.0002996222676737161,3.5753015501431465e-08,0.0002996580206892175
81.5625,0.000274745128560385,0.00029962112072717264,3.577921884545622e-08,0.0002996568999460181
81.59375,4.594145375408509e-05,0.0002996199737806292,3.5805451002960344e-08,0.00029965577923163214
81.625,0.00010646760477188213,0.00029961882683408577,3.583171201619873e-08,0.000299654658546102
81.65625,4.002750507875192e-05,0.00029961767988754233,3.585800192750379e-08,0.0002996535378894698
81.6875,7.957442485625321e-05,0.0002996165329409989,3.5884320779285527e-08,0.00029965241726177816
81.71875,7.030129934954178e-05,0.00029961538599445546,3.591066861403178e-08,0.0002996512966630695
81.75,0.00011717105500822387,0.000299614239047912,3.593704547430839e-08,0.00029965017609338634
81.78125,0.0001575619962871581,0.0002996130921013686,3.596345140275936e-08,0.00029964905555277134
81.8125,0.0005295652191773935,0.00029961194515482515,3.5989886442107e-08,0.00029964793504126723
81.84375,0.001218211483239733,0.0002996107982082817,3.601635063515214e-08,0.0002996468145589169
81.875,0.0003641436701580119,0.00029960965126173833,3.604284402477432e-08,0.0002996456941057631
81.90625,0.0004847849983898155,0.0002996085043151949,3.606936665393191e-08,0.00029964457368184883
81.9375,0.0003331488096787634,0.00029960735736865146,3.6095918565662275e-08,0.0002996434532872171
81.96875,0.0008125022201841162,0.000299606210422108,3.6122499803082037e-08,0.0002996423329219111
82.0,0.00047662999546265855,0.0002996050634755646,3.614911040938717e-08,0.00029964121258597396
82.03125,2.7862876468292645e-06,0.00029960391652902115,3.6175750427853175e-08,0.000299640092279449
82.0625,0.00017981681447010932,0.0002996027695824777,3.6202419901835344e-08,0.00029963897200237954
82.09375,0.00025366954493075686,0.00029960162263593427,3.6229118874768814e-08,0.00029963785175480905
82.125,0.00026465581025062927,0.00029960047568939084,3.6255847390168824e-08,0.000299636731536781
82.15625,0.0004047855383331853,0.0002995993287428474,3.6282605491630884e-08,0.000299635611348339
82.1875,0.0008205578071778502,0.00029959818179630396,3.630939322283091e-08,0.0002996344911895268
82.21875,0.0008578348809068467,0.0002995970348497605,3.6336210627525473e-08,0.00029963337106038803
82.25,0.00028681499685781465,0.0002995958879032171,3.6363057749551884e-08,0.00029963225096096667
82.28125,5.5004365916828864e-05,0.00029959474095667365,3.6389934632828495e-08,0.0002996311308913065
82.3125,2.958491085864754e-05,0.0002995935940101302,3.641684132135474e-08,0.0002996300108514516
82.34375,6.740721686500419e-05,0.0002995924470635868,3.6443777859211425e-08,0.000299628890841446
82.375,4.1699873998466775e-05,0.00029959130011704334,3.6470744290560856e-08,0.0002996277708613339
82.40625,0.000252037134428878,0.00029959015317049996,3.6497740659647035e-08,0.0002996266509111596
82.4375,0.00022524709204112936,0.0002995890062239565,3.6524767010795825e-08,0.0002996255309909673
82.46875,2.7753199429099804e-05,0.0002995878592774131,3.655182338841518e-08,0.00029962441110080153
82.5,1.2747968370024828e-05,0.00029958671233086965,3.657890983699524e-08,0.00029962329124070663
82.53125,5.553334923620496e-05,0.0002995855653843262,3.660602640110862e-08,0.00029962217141072734
82.5625,0.0002674546832501664,0.0002995844184377828,3.6633173125410494e-08,0.00029962105161090817
82.59375,0.00040391552182189095,0.00029958327149123934,3.666035005463885e-08,0.000299619931841294
82.625,0.0008221572124444182,0.0002995821245446959,3.668755723361465e-08,0.0002996188121019295
82.65625,0.0008015360863417055,0.00029958097759815247,3.6714794707241973e-08,0.0002996176923928597
82.6875,0.00026998674940884997,0.00029957983065160903,3.674206252050831e-08,0.00029961657271412954
82.71875,0.0002506895549218706,0.0002995786837050656,3.6769360718484625e-08,0.0002996154530657841
82.75,0.0013718393241465097,0.00029957753675852216,3.679668934632561e-08,0.00029961433344786846
82.78125,0.0008176785634354157,0.0002995763898119787,3.6824048449269877e-08,0.000299613213860428
82.8125,0.0004259380258347945,0.0002995752428654353,3.685143807264009e-08,0.0002996120943035079
82.84375,0.0003578176579658057,0.00029957409591889185,3.687885826184321e-08,0.0002996109747771537
82.875,0.00012067905078518633,0.0002995729489723484,3.6906309062370645e-08,0.0002996098552814108
82.90625,0.00030392098007339294,0.00029957180202580503,3.69337905197985e-08,0.00029960873581632484
82.9375,0.0005059459182935842,0.0002995706550792616,3.696130267978768e-08,0.0002996076163819414
82.96875,0.0001879036399289462,0.00029956950813271816,3.698884558808412e-08,0.0002996064969783062
83.0,0.0009223274794284199,0.0002995683611861747,3.701641929051899e-08,0.0002996053776054652
83.03125,0.0009831432151617663,0.0002995672142396313,3.704402383300886e-08,0.0002996042582634643
83.0625,0.0005121147218406024,0.00029956606729308785,3.7071659261555916e-08,0.0002996031389523494
83.09375,0.0005677840004885031,0.0002995649203465444,3.709932562224814e-08,0.00029960201967216667
83.125,0.0008571859608552477,0.000299563773400001,3.7127022961259475e-08,0.00029960090042296223
83.15625,0.00030334852228991173,0.00029956262645345754,3.715475132485008e-08,0.0002995997812047824
83.1875,0.00022703697158586204,0.0002995614795069141,3.718251075936644e-08,0.00029959866201767347
83.21875,0.0006670358968108742,0.00029956033256037067,3.7210301311241635e-08,0.0002995975428616819
83.25,0.0003995147452059669,0.00029955918561382723,3.723812302699552e-08,0.0002995964237368542
83.28125,0.00015859245801748227,0.0002995580386672838,3.726597595323483e-08,0.000299595304643237
83.3125,3.395808282624265e-05,0.00029955689172074036,3.729386013665356e-08,0.00029959418558087703
83.34375,0.0002072499910622537,0.0002995557447741969,3.732177562403296e-08,0.00029959306654982095
83.375,0.0002731989414260933,0.0002995545978276535,3.7349722462241865e-08,0.0002995919475501157
83.40625,0.00044540890952342213,0.00029955345088111005,3.7377700698236816e-08,0.0002995908285818083
83.4375,0.00023541548568204048,0.00029955230393456666,3.7405710379062316e-08,0.00029958970964494573
83.46875,0.0002630168019529692,0.0002995511569880232,3.743375155185097e-08,0.0002995885907395751
83.5,0.0005089063059066049,0.0002995500100414798,3.746182426382376e-08,0.0002995874718657436
83.53125,0.0009252722052362924,0.00029954886309493635,3.7489928562290153e-08,0.00029958635302349863
83.5625,0.0011327620034483257,0.0002995477161483929,3.751806449464837e-08,0.0002995852342128876
83.59375,0.0002717395840450878,0.0002995465692018495,3.7546232108385534e-08,0.00029958411543395784
83.625,0.00018296709573722495,0.00029954542225530604,3.757443145107793e-08,0.0002995829966867571
83.65625,0.00013501866198982126,0.0002995442753087626,3.7602662570391134e-08,0.000299581877971333
83.6875,8.363975218679068e-05,0.00029954312836221917,3.763092551408028e-08,0.00029958075928773325
83.71875,3.264639040120592e-05,0.00029954198141567573,3.765922032999022e-08,0.00029957964063600574
83.75,5.082987976732144e-05,0.0002995408344691323,3.768754706605576e-08,0.00029957852201619833
83.78125,9.394783019553601e-05,0.00029953968752258886,3.771590577030183e-08,0.00029957740342835917
83.8125,7.798520729812003e-06,0.0002995385405760454,3.774429649084368e-08,0.0002995762848725363
83.84375,1.7582377515426125e-05,0.000299537393629502,3.777271927588714e-08,0.00029957516634877786
83.875,9.590163245453976e-05,0.00029953624668295855,3.780117417372875e-08,0.00029957404785713225
83.90625,0.0003126538043842251,0.0002995350997364151,3.7829661232756054e-08,0.0002995729293976479
83.9375,5.804233931359615e-05,0.00029953395278987173,3.785818050144771e-08,0.0002995718109703732
83.96875,1.749666417596184e-05,0.0002995328058433283,3.788673202837379e-08,0.0002995706925753567
84.0,9.974462592802744e-05,0.00029953165889678486,3.7915315862195886e-08,0.00029956957421264707
84.03125,0.00047015658347167007,0.0002995305119502414,3.794393205166739e-08,0.00029956845588229307
84.0625,0.0002243016235051817,0.000299529365003698,3.797258064563371e-08,0.0002995673375843436
84.09375,4.645594434722063e-05,0.00029952821805715455,3.800126169303239e-08,0.00029956621931884756
84.125,5.434589735566463e-05,0.0002995270711106111,3.8029975242893446e-08,0.000299565101085854
84.15625,0.0005980792489563946,0.0002995259241640677,3.805872134433947e-08,0.00029956398288541203
84.1875,0.0010090109357019802,0.00029952477721752424,3.808750004658587e-08,0.00029956286471757084
84.21875,0.00135500914299411,0.0002995236302709808,3.8116311398941115e-08,0.00029956174658237974
84.25,0.0005289588170464459,0.00029952248332443737,3.814515545080691e-08,0.0002995606284798882
84.28125,0.00039449180154001455,0.00029952133637789393,3.817403225167841e-08,0.0002995595104101456
84.3125,0.00047847687566083814,0.0002995201894313505,3.8202941851144444e-08,0.00029955839237320165
84.34375,0.0005722231786190878,0.00029951904248480706,3.823188429888773e-08,0.00029955727436910593
84.375,0.0004175440233744231,0.0002995178955382636,3.826085964468508e-08,0.0002995561563979083
84.40625,0.00034827387598399147,0.0002995167485917202,3.8289867938407614e-08,0.0002995550384596586
84.4375,0.000624953408736734,0.00029951560164517675,3.831890923002097e-08,0.0002995539205544068
84.46875,0.0008792663104916855,0.00029951445469863337,3.8347983569585524e-08,0.00029955280268220295
84.5,0.00029913869932472916,0.00029951330775208993,3.8377091007256617e-08,0.00029955168484309717
84.53125,0.00013049349373903276,0.0002995121608055465,3.8406231593284763e-08,0.0002995505670371398
84.5625,0.0004621564072505479,0.00029951101385900306,3.843540537801587e-08,0.0002995494492643811
84.59375,0.0010244179984600721,0.0002995098669124596,3.846461241189141e-08,0.00029954833152487153
84.625,0.0006894212133549501,0.0002995087199659162,3.849385274544873e-08,0.0002995472138186616
84.65625,0.00014894284777424729,0.00029950757301937275,3.852312642932119e-08,0.0002995460961458021
84.6875,0.000604421342023676,0.0002995064260728293,3.8552433514238416e-08,0.00029954497850634356
84.71875,0.0010001763504249052,0.0002995052791262859,3.85817740510265e-08,0.0002995438609003369
84.75,0.0005071386586152336,0.00029950413217974244,3.861114809060827e-08,0.00029954274332783307
84.78125,0.00014999290556706144,0.000299502985233199,3.864055568400346e-08,0.000299541625788883
84.8125,0.0005729212401041474,0.00029950183828665556,3.866999688232892e-08,0.00029954050828353787
84.84375,0.00043409740601435987,0.0002995006913401121,3.869947173679891e-08,0.0002995393908118489
84.875,9.208496829270236e-05,0.0002994995443935687,3.8728980298725236e-08,0.0002995382733738674
84.90625,3.9476483677110224e-05,0.00029949839744702525,3.8758522619517545e-08,0.00029953715596964475
84.9375,0.0003434967870768927,0.0002994972505004818,3.878809875068348e-08,0.0002995360385992325
84.96875,0.0005700236758249476,0.0002994961035539384,3.8817708743829e-08,0.0002995349212626822
85.0,0.0005515034762480528,0.000299494956607395,3.884735265065851e-08,0.00029953380396004567
85.03125,0.0002201665077144749,0.00029949380966085156,3.887703052297512e-08,0.00029953268669137453
85.0625,2.9193655233277707e-05,0.0002994926627143081,3.89067424126809e-08,0.0002995315694567208
85.09375,0.0001186320812516901,0.0002994915157677647,3.8936488371777056e-08,0.00029953045225613646
85.125,0.00031648173347859044,0.00029949036882122125,3.89662684523642e-08,0.0002995293350896736
85.15625,9.879679938985046e-05,0.0002994892218746778,3.8996082706642564e-08,0.0002995282179573845
85.1875,7.403480194377402e-05,0.0002994880749281344,3.9025931186912215e-08,0.0002995271008593213
85.21875,0.00010419036419395176,0.00029948692798159094,3.905581394557331e-08,0.0002995259837955365
85.25,6.0786064630386814e-05,0.0002994857810350475,3.90857310351263e-08,0.00029952486676608264
85.28125,4.200210051729127e-05,0.00029948463408850407,3.9115682508172165e-08,0.00029952374977101226
85.3125,1.1866167768940942e-06,0.00029948348714196063,3.9145668417412673e-08,0.00029952263281037803
85.34375,5.32158321355247e-07,0.0002994823401954172,3.9175688815650574e-08,0.00029952151588423287
85.375,4.625361477516441e-05,0.00029948119324887376,3.920574375578985e-08,0.0002995203989926295
85.40625,0.00024338375609437543,0.0002994800463023303,3.923583329083597e-08,0.00029951928213562117
85.4375,0.0004055255220704163,0.0002994788993557869,3.926595747389607e-08,0.0002995181653132608
85.46875,0.00019570048249487125,0.00029947775240924345,3.9296116358179225e-08,0.0002995170485256016
85.5,7.909567602358946e-05,0.00029947660546270007,3.932630999699669e-08,0.00029951593177269707
85.53125,0.0001182576432078497,0.00029947545851615663,3.93565384437621e-08,0.0002995148150546004
85.5625,3.054524452059121e-05,0.0002994743115696132,3.938680175199176e-08,0.0002995136983713652
85.59375,0.00024357152719247635,0.00029947316462306976,3.941709997530483e-08,0.00029951258172304505
85.625,0.000288151371650542,0.0002994720176765263,3.944743316742357e-08,0.00029951146510969373
85.65625,8.108774440638353e-05,0.0002994708707299829,3.947780138217362e-08,0.0002995103485313651
85.6875,0.0001052352241841779,0.00029946972378343945,3.9508204673484186e-08,0.0002995092319881129
85.71875,6.645478251101586e-05,0.000299468576836896,3.953864309538831e-08,0.0002995081154799914
85.75,0.0005062523390118647,0.0002994674298903526,3.9569116702023076e-08,0.0002995069990070546
85.78125,2.055756919085166e-05,0.00029946628294380914,3.959962554762995e-08,0.0002995058825693568
85.8125,0.00023484687477678772,0.0002994651359972657,3.963016968655487e-08,0.0002995047661669523
85.84375,0.0001352755698068736,0.00029946398905072227,3.966074917324861e-08,0.00029950364979989554
85.875,0.00030542766501612245,0.00029946284210417883,3.969136406226694e-08,0.0002995025334682411
85.90625,0.0003327083759111751,0.0002994616951576354,3.972201440827097e-08,0.0002995014171720437
85.9375,0.0008387894401255219,0.00029946054821109196,3.975270026602724e-08,0.00029950030091135797
85.96875,0.0007049431018849977,0.0002994594012645485,3.978342169040817e-08,0.0002994991846862389
86.0,0.0013499059895818182,0.0002994582543180051,3.9814178736392086e-08,0.00029949806849674147
86.03125,0.0002755510395026271,0.0002994571073714617,3.984497145906363e-08,0.0002994969523429208
86.0625,3.7332952843575086e-05,0.00029945596042491826,3.987579991361395e-08,0.0002994958362248319
86.09375,2.2691013628294836e-05,0.0002994548134783748,3.990666415534089e-08,0.00029949472014253017
86.125,3.969997549160211e-05,0.0002994536665318314,3.9937564239649354e-08,0.00029949360409607103
86.15625,8.583162463915065e-06,0.00029945251958528795,3.996850022205146e-08,0.00029949248808551
86.1875,5.91241651358031e-05,0.0002994513726387445,3.999947215816684e-08,0.0002994913721109027
86.21875,0.0005203333827248856,0.0002994502256922011,4.0030480103722846e-08,0.0002994902561723048
86.25,0.0002523261790180783,0.00029944907874565764,4.006152411455486e-08,0.0002994891402697722
86.28125,2.7507000978461272e-05,0.0002994479317991142,4.009260424660649e-08,0.00029948802440336083
86.3125,5.189137536753825e-05,0.00029944678485257077,4.012372055592983e-08,0.0002994869085731267
86.34375,0.0002510415720666915,0.00029944563790602733,4.015487309868577e-08,0.00029948579277912603
86.375,2.4607976075637196e-05,0.0002994444909594839,4.0186061931144156e-08,0.00029948467702141504
86.40625,1.5995636625291297e-05,0.00029944334401294046,4.021728710968414e-08,0.00029948356130005013
86.4375,3.707769279557172e-05,0.000299442197066397,4.024854869079435e-08,0.0002994824456150878
86.46875,0.00022742885910752113,0.0002994410501198536,4.027984673107321e-08,0.00029948132996658464
86.5,0.0005863755764369271,0.00029943990317331015,4.0311181287229135e-08,0.00029948021435459736
86.53125,0.00039689481177975335,0.00029943875622676677,4.0342552416080876e-08,0.00029947909877918287
86.5625,0.00011896962313233904,0.00029943760928022333,4.0373960174557644e-08,0.0002994779832403979
86.59375,0.00015076912274707786,0.0002994364623336799,4.0405404619699555e-08,0.0002994768677382996
86.625,0.0005887309274404593,0.00029943531538713646,4.043688580865768e-08,0.0002994757522729451
86.65625,0.00021945047661909092,0.000299434168440593,4.046840379869447e-08,0.0002994746368443917
86.6875,0.0004581937989467181,0.0002994330214940496,4.049995864718392e-08,0.00029947352145269675
86.71875,0.00010032104571239549,0.00029943187454750615,4.053155041161188e-08,0.0002994724060979178
86.75,5.068443030431415e-05,0.0002994307276009627,4.0563179149576276e-08,0.0002994712907801123
86.78125,0.00012991199461947732,0.0002994295806544193,4.059484491878741e-08,0.0002994701754993381
86.8125,0.0001863137830631016,0.00029942843370787584,4.062654777706824e-08,0.0002994690602556529
86.84375,8.726245806555556e-05,0.0002994272867613324,4.0658287782354545e-08,0.00029946794504911474
86.875,2.8839147199400753e-05,0.00029942613981478897,4.069006499269532e-08,0.00029946682987978167
86.90625,4.132840911815009e-05,0.00029942499286824553,4.072187946625293e-08,0.00029946571474771176
86.9375,0.000207366142576524,0.0002994238459217021,4.075373126130346e-08,0.0002994645996529634
86.96875,0.00029468761171241354,0.00029942269897515866,4.0785620436236913e-08,0.0002994634845955949
87.0,0.0001982411713837415,0.0002994215520286152,4.081754704955755e-08,0.0002994623695756648
87.03125,2.1376146428081743e-05,0.0002994204050820718,4.084951115988408e-08,0.0002994612545932317
87.0625,1.8017762940238296e-05,0.0002994192581355284,4.088151282594999e-08,0.00029946013964835433
87.09375,8.054251825984692e-05,0.00029941811118898497,4.0913552106603776e-08,0.0002994590247410916
87.125,0.000189611666354127,0.00029941696424244153,4.094562906080924e-08,0.00029945790987150235
87.15625,0.00015418536484421462,0.0002994158172958981,4.097774374764576e-08,0.00029945679503964575
87.1875,9.866808846909091e-05,0.00029941467034935466,4.1009896226308504e-08,0.00029945568024558096
87.21875,4.229966830154489e-05,0.0002994135234028112,4.104208655610883e-08,0.00029945456548936735
87.25,5.3075487600657736e-05,0.0002994123764562678,4.107431479647443e-08,0.0002994534507710643
87.28125,0.00032482388867255635,0.00029941122950972435,4.110658100694965e-08,0.0002994523360907313
87.3125,0.00060774911463043,0.0002994100825631809,4.1138885247195774e-08,0.0002994512214484281
87.34375,0.00029734334664293494,0.0002994089356166375,4.1171227576991314e-08,0.00029945010684421445
87.375,0.00015511439201788173,0.00029940778867009404,4.120360805623226e-08,0.0002994489922781503
87.40625,0.0007376430071295583,0.0002994066417235506,4.1236026744932325e-08,0.0002994478777502955
87.4375,0.0008116654163043058,0.00029940549477700716,4.126848370322334e-08,0.00029944676326071036
87.46875,6.839919857468088e-05,0.0002994043478304637,4.1300978991355384e-08,0.00029944564880945507
87.5,0.0005335491373999519,0.0002994032008839203,4.133351266969718e-08,0.00029944453439658997
87.53125,0.0006456190532838681,0.00029940205393737685,4.136608479873629e-08,0.0002994434200221756
87.5625,8.638423075896844e-05,0.00029940090699083347,4.139869543907947e-08,0.00029944230568627254
87.59375,0.0001289710994796992,0.00029939976004429003,4.1431344651452894e-08,0.0002994411913889415
87.625,0.0001545368553664867,0.0002993986130977466,4.1464032496702486e-08,0.0002994400771302433
87.65625,0.0002031436372289423,0.00029939746615120316,4.1496759035794153e-08,0.00029943896291023897
87.6875,0.00032811962461977624,0.0002993963192046597,4.15295243298141e-08,0.00029943784872898954
87.71875,0.0010477792128412182,0.0002993951722581163,4.156232843996909e-08,0.0002994367345865563
87.75,0.00035213218934666455,0.00029939402531157285,4.159517142758681e-08,0.00029943562048300045
87.78125,4.478114288664053e-05,0.0002993928783650294,4.162805335411602e-08,0.0002994345064183835
87.8125,5.0372178452273356e-05,0.000299391731418486,4.166097428112694e-08,0.0002994333923927671
87.84375,0.0002550699232086075,0.00029939058447194254,4.169393427031156e-08,0.0002994322784062129
87.875,0.0005309551592589815,0.0002993894375253991,4.172693338348382e-08,0.0002994311644587826
87.90625,2.5195653134284126e-05,0.00029938829057885567,4.1759971682579984e-08,0.00029943005055053825
87.9375,0.00019735820988209057,0.00029938714363231223,4.1793049229658916e-08,0.00029942893668154187
87.96875,0.0003762003402454234,0.0002993859966857688,4.182616608690235e-08,0.0002994278228518557
88.0,0.00013332589492163075,0.00029938484973922536,4.185932231661521e-08,0.000299426709061542
88.03125,8.225473710030205e-05,0.0002993837027926819,4.1892517981225894e-08,0.00029942559531066315
88.0625,5.514233548966869e-05,0.0002993825558461385,4.1925753143286534e-08,0.0002994244815992818
88.09375,0.00036467387733568965,0.0002993814088995951,4.195902786547335e-08,0.0002994233679274606
88.125,0.00040639512617663765,0.00029938026195305167,4.1992342210586896e-08,0.00029942225429526224
88.15625,0.00038584516305472456,0.00029937911500650823,4.2025696241552374e-08,0.00029942114070274976
88.1875,0.00011485933858907585,0.0002993779680599648,4.2059090021419936e-08,0.0002994200271499862
88.21875,0.00020502186011657798,0.00029937682111342136,4.2092523613364974e-08,0.0002994189136370347
88.25,0.0001624879097321043,0.0002993756741668779,4.212599708068844e-08,0.0002994178001639586
88.28125,0.0004121323048149148,0.0002993745272203345,4.215951048681711e-08,0.0002994166867308213
88.3125,0.0011638012065218017,0.00029937338027379105,4.219306389530388e-08,0.00029941557333768633
88.34375,0.0006090005811848802,0.0002993722333272476,4.222665736982815e-08,0.0002994144599846174
88.375,2.9326590268743873e-05,0.0002993710863807042,4.226029097419599e-08,0.00029941334667167834
88.40625,1.9518415462568067e-05,0.00029936993943416074,4.229396477234058e-08,0.0002994122333989331
88.4375,0.00010603757375810707,0.0002993687924876173,4.2327678828322397e-08,0.0002994111201664456
88.46875,0.0009388158740653322,0.00029936764554107387,4.236143320632962e-08,0.0002994100069742802
88.5,0.0020043848976006385,0.00029936649859453043,4.2395227970678376e-08,0.0002994088938225011
88.53125,0.0014884472180541487,0.000299365351647987,4.242906318581305e-08,0.0002994077807111728
88.5625,0.0004205799070876175,0.00029936420470144356,4.246293891630659e-08,0.0002994066676403599
88.59375,9.707126047382378e-05,0.0002993630577549001,4.249685522686086e-08,0.00029940555461012696
88.625,0.00048697622164185794,0.00029936191080835674,4.2530812182306867e-08,0.00029940444162053904
88.65625,0.0010455693776405643,0.0002993607638618133,4.256480984760517e-08,0.0002994033286716609
88.6875,0.000427639476599305,0.00029935961691526986,4.25988482878461e-08,0.00029940221576355773
88.71875,4.931198218192236e-05,0.0002993584699687264,4.2632927568250147e-08,0.0002994011028962947
88.75,2.203587911863967e-05,0.000299357323022183,4.266704775416819e-08,0.00029939999006993716
88.78125,8.108374464172297e-06,0.00029935617607563955,4.270120891108188e-08,0.00029939887728455065
88.8125,7.92664183737106e-05,0.0002993550291290961,4.273541110460394e-08,0.0002993977645402007
88.84375,9.336260711683827e-05,0.0002993538821825527,4.2769654400478435e-08,0.0002993966518369532
88.875,0.00032261833588258254,0.00029935273523600924,4.2803938864581164e-08,0.00029939553917487385
88.90625,0.00020528025084357078,0.0002993515882894658,4.2838264562919926e-08,0.0002993944265540287
88.9375,0.0010478232029653353,0.00029935044134292237,4.2872631561634805e-08,0.000299393313974484
88.96875,0.0013753148956540794,0.00029934929439637893,4.290703992699858e-08,0.00029939220143630595
89.0,0.0005665557503393993,0.0002993481474498355,4.294148972541696e-08,0.00029939108893956094
89.03125,0.000394445141835609,0.00029934700050329206,4.2975981023428956e-08,0.0002993899764843155
89.0625,0.00014069672167156183,0.0002993458535567486,4.3010513887707186e-08,0.0002993888640706363
89.09375,0.00027486194136081075,0.0002993447066102052,4.304508838505819e-08,0.0002993877516985902
89.125,0.0007712304737441141,0.0002993435596636618,4.307970458242275e-08,0.00029938663936824423
89.15625,0.00029853116272626887,0.00029934241271711837,4.3114362546876236e-08,0.0002993855270796652
89.1875,0.0003097388454228687,0.00029934126577057493,4.3149062345628894e-08,0.00029938441483292054
89.21875,0.0005795455419215517,0.0002993401188240315,4.318380404602623e-08,0.0002993833026280775
89.25,0.00015993089005885588,0.00029933897187748806,4.321858771554925e-08,0.0002993821904652036
89.28125,1.4564578372134402e-05,0.0002993378249309446,4.3253413421814916e-08,0.00029938107834436646
89.3125,8.991093883271004e-05,0.0002993366779844012,4.328828123257631e-08,0.00029937996626563376
89.34375,0.00021770064673890408,0.00029933553103785775,4.332319121572312e-08,0.0002993788542290735
89.375,0.00027307868963054516,0.0002993343840913143,4.335814343928184e-08,0.0002993777422347536
